Zone,Hour,DayType,DayOfWeek,Weather,Temperature,Humidity,Demand
Sector 4,20,Weekday,0,Heavy Rain,30,67,51.8
Sector 10,0,Weekday,3,Rain,31,64,10.5
Durg Station,1,Weekday,0,Thunderstorm,23,45,11.6
Power House,11,Weekday,1,Rain,28,43,46.3
Sector 2,1,Weekday,0,Thunderstorm,23,45,9.0
Sector 6,6,Weekday,2,Rain,40,42,27.7
Sector 9,8,Weekday,3,Clear,31,46,57.6
Sector 10,4,Weekend,5,Fog,15,76,2.0
Sector 6,14,Weekday,0,Cloudy,41,37,36.4
Sector 6,8,Weekday,4,Cloudy,25,51,50.9
Smriti Nagar,1,Weekday,4,Rain,31,82,6.3
Sector 6,20,Weekday,3,Rain,36,69,52.4
Sector 7,12,Weekend,5,Cloudy,35,52,40.8
Bhilai 3,21,Weekday,1,Cloudy,35,50,26.1
Sector 5,4,Weekday,1,Cloudy,32,44,3.1
Sector 8,15,Weekday,1,Rain,24,45,42.6
Sector 1,16,Weekend,5,Thunderstorm,37,81,77.0
Junwani,17,Weekday,0,Clear,31,66,65.9
Sector 5,14,Weekday,3,Rain,36,69,36.5
Sector 9,11,Weekday,3,Heavy Rain,30,71,47.1
Sector 8,4,Weekday,4,Thunderstorm,30,76,6.3
Sector 6,0,Weekday,2,Rain,42,93,9.4
Civic Center,0,Weekday,4,Cloudy,25,51,10.6
Smriti Nagar,7,Weekend,6,Rain,21,85,46.0
Sector 3,19,Weekday,3,Cloudy,31,64,58.7
Smriti Nagar,21,Weekend,6,Cloudy,41,89,35.1
Sector 4,7,Weekday,1,Rain,28,43,50.5
Durg Station,21,Weekday,1,Cloudy,32,44,42.1
Junwani,7,Weekday,1,Cloudy,38,47,50.2
Sector 9,20,Weekday,3,Rain,35,66,49.8
Bhilai 3,19,Weekday,1,Cloudy,32,44,61.7
Smriti Nagar,16,Weekday,1,Cloudy,28,43,36.0
Smriti Nagar,18,Weekday,4,Cloudy,22,79,69.6
Padmanabhpur,23,Weekend,5,Clear,30,67,12.1
Padmanabhpur,12,Weekday,1,Thunderstorm,20,88,65.7
Supela,17,Weekend,5,Thunderstorm,37,81,146.7
Nehru Nagar,16,Weekday,3,Cloudy,31,64,34.2
Padmanabhpur,15,Weekday,1,Rain,24,45,52.1
Sector 5,23,Weekday,3,Heavy Rain,30,71,17.3
Sector 3,18,Weekday,2,Thunderstorm,22,70,92.4
Sector 4,22,Weekday,1,Cloudy,23,49,21.2
Padmanabhpur,9,Weekday,0,Cloudy,31,66,64.2
Sector 8,15,Weekday,3,Cloudy,31,64,29.8
Bhilai 3,23,Weekday,0,Thunderstorm,40,43,21.6
Civic Center,4,Weekday,3,Cloudy,25,85,5.6
Padmanabhpur,21,Weekday,3,Thunderstorm,35,66,46.0
Sector 10,16,Weekend,6,Fog,15,68,21.9
Padmanabhpur,1,Weekday,1,Clear,34,91,5.5
Sector 4,12,Weekday,1,Clear,34,91,36.9
Sector 4,6,Weekday,1,Rain,28,43,22.8
Sector 9,1,Weekday,3,Thunderstorm,35,66,7.4
Civic Center,12,Weekend,5,Clear,30,67,37.5
Bhilai 3,18,Weekday,1,Rain,35,71,74.9
Civic Center,1,Weekend,6,Rain,23,84,8.3
Junwani,21,Weekend,5,Cloudy,35,52,29.8
Sector 1,13,Weekend,5,Heavy Rain,31,37,72.8
Durg Station,19,Weekday,2,Clear,31,77,71.0
Padmanabhpur,20,Weekday,3,Fog,14,37,35.3
Durg Station,23,Weekday,2,Clear,36,47,20.0
Sector 6,14,Weekday,3,Thunderstorm,30,71,45.5
Kohka,7,Weekday,3,Cloudy,25,85,36.2
Civic Center,2,Weekday,1,Rain,28,43,8.1
Civic Center,0,Weekend,6,Rain,21,85,10.8
Padmanabhpur,10,Weekend,5,Rain,32,83,32.2
Sector 6,21,Weekday,4,Clear,38,35,31.7
Smriti Nagar,18,Weekday,0,Rain,33,85,73.2
Padmanabhpur,16,Weekday,2,Rain,42,93,62.5
Sector 3,9,Weekend,5,Thunderstorm,37,81,62.6
Sector 8,3,Weekday,1,Rain,20,88,3.9
Sector 2,1,Weekday,4,Thunderstorm,27,61,10.0
Sector 8,15,Weekday,1,Thunderstorm,35,71,51.6
Bhilai 3,21,Weekend,5,Clear,27,74,33.2
Sector 8,20,Weekday,4,Cloudy,38,35,34.3
Durg Station,17,Weekday,2,Clear,31,77,89.3
Civic Center,0,Weekend,6,Cloudy,19,52,6.7
Sector 2,11,Weekday,2,Clear,31,77,39.9
Sector 2,16,Weekday,1,Rain,20,88,53.8
Sector 6,3,Weekday,0,Rain,33,85,4.3
Sector 1,12,Weekend,5,Cloudy,35,52,47.2
Civic Center,12,Weekday,3,Cloudy,31,64,52.9
Kohka,18,Weekend,5,Cloudy,35,52,60.3
Civic Center,9,Weekend,6,Heavy Rain,38,39,91.6
Sector 3,1,Weekday,3,Thunderstorm,30,71,8.0
Smriti Nagar,8,Weekday,2,Clear,21,66,53.3
Padmanabhpur,16,Weekday,1,Cloudy,38,47,39.7
Sector 8,5,Weekday,1,Rain,28,43,14.1
Civic Center,16,Weekend,6,Clear,38,39,56.6
Sector 2,9,Weekend,5,Rain,24,59,55.5
Sector 9,2,Weekend,5,Thunderstorm,37,81,5.7
Smriti Nagar,17,Weekday,3,Thunderstorm,37,70,78.7
Smriti Nagar,10,Weekend,5,Rain,32,83,38.6
Sector 7,16,Weekend,5,Rain,24,59,42.5
Durg Station,2,Weekday,0,Fog,23,45,4.2
Kohka,12,Weekday,2,Thunderstorm,36,47,37.3
Civic Center,18,Weekday,0,Cloudy,20,62,92.9
Sector 10,23,Weekday,4,Rain,34,60,13.9
Padmanabhpur,2,Weekend,5,Cloudy,34,42,4.2
Sector 1,15,Weekend,6,Clear,32,36,32.1
Bhilai 3,23,Weekend,6,Clear,32,36,11.0
Sector 10,8,Weekend,5,Thunderstorm,31,37,44.9
Power House,22,Weekend,5,Rain,24,59,26.5
Sector 9,18,Weekend,5,Clear,30,67,53.2
Bhilai 3,3,Weekday,0,Heavy Rain,40,43,5.4
Sector 8,4,Weekend,6,Clear,23,87,2.8
Junwani,5,Weekday,3,Cloudy,31,64,11.0
Civic Center,5,Weekday,3,Rain,36,69,20.8
Civic Center,21,Weekday,1,Clear,34,91,42.0
Durg Station,12,Weekday,3,Fog,35,66,46.2
Nehru Nagar,8,Weekend,6,Clear,33,61,53.7
Junwani,10,Weekend,5,Cloudy,35,52,26.8
Padmanabhpur,18,Weekday,2,Rain,34,82,78.0
Sector 5,8,Weekday,1,Thunderstorm,21,52,75.7
Sector 7,0,Weekend,5,Clear,27,74,6.2
Bhilai 3,18,Weekday,0,Clear,42,59,46.9
Sector 8,9,Weekend,6,Cloudy,39,74,43.7
Smriti Nagar,22,Weekend,6,Rain,21,31,31.4
Smriti Nagar,2,Weekend,5,Thunderstorm,32,83,4.8
Sector 5,10,Weekend,5,Cloudy,34,42,29.1
Civic Center,18,Weekday,3,Rain,31,46,101.9
Sector 10,17,Weekday,4,Cloudy,25,51,47.4
Junwani,16,Weekday,3,Thunderstorm,37,70,66.7
Power House,8,Weekend,6,Rain,23,84,58.1
Junwani,23,Weekend,5,Cloudy,32,36,13.3
Power House,17,Weekend,6,Fog,19,52,50.5
Bhilai 3,21,Weekday,1,Cloudy,38,47,29.7
Sector 8,2,Weekend,5,Heavy Rain,24,59,3.8
Sector 10,2,Weekend,5,Cloudy,35,52,3.0
Sector 8,7,Weekday,3,Thunderstorm,35,66,58.3
Sector 10,9,Weekday,3,Fog,20,76,31.6
Supela,7,Weekday,3,Thunderstorm,35,66,96.1
Sector 10,6,Weekday,3,Cloudy,30,71,22.3
Junwani,1,Weekday,2,Clear,27,64,3.7
Sector 9,10,Weekend,5,Rain,24,59,38.4
Sector 7,1,Weekday,1,Rain,20,88,7.7
Sector 8,18,Weekday,1,Cloudy,35,50,64.1
Sector 4,19,Weekday,1,Heavy Rain,31,75,52.8
Sector 9,14,Weekday,1,Fog,22,42,19.8
Civic Center,2,Weekday,1,Cloudy,24,45,5.9
Sector 10,0,Weekday,4,Rain,35,62,9.8
Supela,8,Weekday,1,Cloudy,23,49,70.5
Kohka,1,Weekday,2,Clear,21,66,4.3
Sector 7,5,Weekday,1,Clear,34,91,12.3
Sector 1,0,Weekend,6,Fog,15,68,7.1
Power House,10,Weekend,6,Heavy Rain,38,39,38.3
Bhilai 3,14,Weekday,3,Rain,31,46,40.3
Sector 10,17,Weekday,3,Fog,25,85,33.8
Sector 10,8,Weekday,3,Clear,31,46,35.5
Sector 3,1,Weekday,1,Cloudy,35,50,4.7
Padmanabhpur,16,Weekday,4,Clear,38,35,43.3
Sector 6,7,Weekend,5,Clear,40,88,31.8
Sector 9,13,Weekday,3,Rain,20,79,37.8
Padmanabhpur,19,Weekend,6,Heavy Rain,38,39,97.8
Sector 9,17,Weekend,6,Clear,23,87,61.0
Kohka,19,Weekday,0,Thunderstorm,40,43,59.3
Sector 10,5,Weekday,0,Clear,42,59,8.9
Sector 1,14,Weekend,6,Thunderstorm,32,36,49.5
Durg Station,14,Weekday,4,Rain,31,82,49.4
Supela,15,Weekend,6,Rain,23,84,54.8
Sector 5,6,Weekday,0,Heavy Rain,25,70,29.1
Nehru Nagar,17,Weekday,0,Clear,32,74,76.2
Civic Center,21,Weekday,2,Thunderstorm,22,70,73.7
Junwani,3,Weekend,5,Cloudy,32,83,3.1
Junwani,2,Weekday,4,Clear,25,42,4.1
Durg Station,21,Weekend,5,Cloudy,32,83,46.1
Sector 3,16,Weekday,2,Rain,40,42,57.5
Sector 2,20,Weekend,6,Fog,19,52,45.1
Sector 1,22,Weekday,0,Heavy Rain,40,43,38.2
Supela,9,Weekday,2,Fog,20,34,59.2
Power House,18,Weekday,1,Clear,34,91,46.9
Junwani,11,Weekday,2,Clear,21,66,34.0
Sector 10,9,Weekday,3,Fog,14,37,28.8
Supela,10,Weekday,3,Rain,36,69,68.6
Padmanabhpur,0,Weekday,1,Heavy Rain,35,50,13.0
Sector 5,5,Weekend,6,Clear,23,87,7.0
Sector 6,10,Weekday,1,Cloudy,32,44,46.0
Bhilai 3,1,Weekend,6,Heavy Rain,32,36,6.8
Civic Center,22,Weekday,4,Clear,31,48,23.2
Durg Station,22,Weekday,4,Clear,25,42,28.5
Junwani,10,Weekday,4,Cloudy,25,51,35.4
Sector 1,17,Weekend,6,Rain,21,31,95.6
Sector 6,23,Weekday,1,Rain,28,43,15.3
Durg Station,12,Weekend,6,Rain,21,85,69.9
Bhilai 3,8,Weekend,5,Cloudy,32,83,54.6
Kohka,22,Weekday,2,Clear,31,77,18.0
Sector 1,14,Weekday,0,Cloudy,31,66,35.6
Smriti Nagar,6,Weekday,1,Cloudy,35,71,28.3
Sector 8,0,Weekday,4,Clear,38,35,7.7
Sector 3,8,Weekday,1,Heavy Rain,20,88,76.2
Power House,11,Weekday,1,Fog,22,42,22.9
Sector 6,11,Weekday,2,Fog,20,34,35.4
Durg Station,19,Weekday,3,Thunderstorm,35,66,146.6
Bhilai 3,1,Weekend,5,Cloudy,32,36,5.3
Durg Station,12,Weekday,4,Cloudy,25,51,58.5
Sector 4,15,Weekday,0,Heavy Rain,30,67,41.6
Sector 9,2,Weekday,2,Clear,31,77,4.3
Bhilai 3,8,Weekday,3,Clear,31,46,62.7
Sector 1,18,Weekday,1,Rain,35,71,103.1
Sector 6,17,Weekend,6,Rain,21,31,87.0
Sector 2,10,Weekday,1,Clear,34,91,43.0
Sector 6,18,Weekday,2,Clear,20,34,58.0
Padmanabhpur,3,Weekday,1,Cloudy,35,50,2.5
Junwani,15,Weekday,1,Heavy Rain,31,75,44.4
Sector 7,16,Weekday,3,Fog,14,37,35.9
Kohka,7,Weekend,5,Thunderstorm,31,37,39.9
Junwani,20,Weekday,1,Rain,28,43,35.9
Sector 10,19,Weekday,3,Cloudy,20,76,38.5
Durg Station,9,Weekend,5,Rain,24,59,72.8
Supela,12,Weekday,2,Rain,40,80,59.5
Nehru Nagar,9,Weekday,2,Clear,27,64,50.9
Durg Station,18,Weekend,6,Clear,32,36,90.1
Civic Center,23,Weekday,2,Rain,40,42,23.6
Smriti Nagar,3,Weekday,1,Rain,20,88,3.9
Sector 3,21,Weekday,4,Clear,27,52,28.4
Kohka,2,Weekday,2,Clear,27,64,3.8
Sector 3,22,Weekday,2,Cloudy,34,48,19.6
Sector 3,1,Weekend,5,Cloudy,35,52,5.0
Sector 7,19,Weekend,6,Rain,21,85,80.0
Junwani,17,Weekend,6,Rain,23,84,86.1
Sector 6,3,Weekend,5,Cloudy,32,36,2.9
Sector 1,20,Weekday,1,Fog,22,42,41.3
Civic Center,11,Weekend,5,Cloudy,35,52,46.5
Durg Station,12,Weekday,2,Thunderstorm,22,70,73.8
Sector 4,21,Weekend,6,Fog,15,68,23.7
Power House,0,Weekday,3,Fog,20,76,6.0
Sector 5,21,Weekend,5,Clear,40,88,28.6
Padmanabhpur,23,Weekday,4,Clear,41,45,12.0
Sector 5,4,Weekend,5,Clear,40,88,2.6
Sector 1,3,Weekday,0,Fog,13,59,3.5
Sector 8,2,Weekday,3,Cloudy,25,85,3.5
Sector 5,18,Weekday,3,Clear,14,37,46.5
Sector 9,8,Weekend,6,Fog,19,52,30.5
Sector 2,4,Weekday,1,Cloudy,32,44,4.8
Civic Center,7,Weekday,1,Clear,34,91,58.0
Sector 10,3,Weekday,1,Cloudy,24,45,2.7
Junwani,19,Weekday,1,Rain,20,88,67.9
Sector 1,12,Weekday,0,Cloudy,31,66,59.9
Bhilai 3,18,Weekday,3,Rain,31,46,80.4
Sector 4,15,Weekday,2,Clear,23,34,28.3
Sector 7,20,Weekday,2,Rain,34,82,63.8
Sector 1,2,Weekday,1,Cloudy,38,47,5.4
Sector 3,16,Weekend,5,Thunderstorm,31,37,43.1
Supela,0,Weekday,3,Rain,36,69,12.6
Sector 2,12,Weekend,6,Cloudy,41,89,29.6
Durg Station,0,Weekday,2,Clear,23,34,10.0
Sector 2,21,Weekday,1,Cloudy,24,45,31.9
Sector 3,22,Weekend,6,Cloudy,41,89,22.3
Junwani,17,Weekend,5,Clear,30,67,66.5
Supela,10,Weekday,0,Fog,13,59,46.9
Sector 3,5,Weekday,4,Rain,30,76,15.2
Sector 9,12,Weekday,3,Thunderstorm,37,70,59.3
Padmanabhpur,7,Weekday,1,Rain,20,88,51.2
Sector 1,9,Weekend,6,Rain,23,84,50.5
Padmanabhpur,11,Weekend,5,Rain,24,59,39.7
Smriti Nagar,8,Weekday,3,Clear,31,46,44.1
Sector 1,18,Weekend,6,Cloudy,41,89,85.7
Sector 8,13,Weekend,6,Cloudy,39,74,28.5
Sector 4,17,Weekday,3,Heavy Rain,36,69,71.9
Durg Station,22,Weekday,1,Heavy Rain,31,75,54.6
Bhilai 3,5,Weekday,2,Rain,34,82,13.0
Sector 9,6,Weekend,5,Rain,24,59,19.5
Sector 4,10,Weekend,6,Cloudy,39,74,26.0
Supela,8,Weekend,6,Rain,21,31,73.6
Sector 1,4,Weekend,6,Clear,39,74,4.3
Power House,19,Weekday,1,Rain,28,43,44.9
Padmanabhpur,10,Weekday,2,Heavy Rain,34,48,54.5
Civic Center,3,Weekday,2,Heavy Rain,31,77,7.2
Sector 4,22,Weekend,6,Clear,23,87,19.3
Kohka,0,Weekday,1,Cloudy,24,45,7.1
Sector 10,18,Weekend,6,Rain,21,31,61.4
Sector 5,7,Weekday,0,Heavy Rain,25,70,44.3
Civic Center,10,Weekday,2,Cloudy,36,95,56.2
Nehru Nagar,11,Weekday,4,Rain,30,76,56.9
Junwani,19,Weekend,5,Fog,20,95,46.7
Padmanabhpur,20,Weekend,6,Rain,23,84,66.2
Smriti Nagar,20,Weekend,5,Fog,37,81,42.1
Sector 9,22,Weekday,0,Clear,13,59,18.8
Sector 6,10,Weekend,5,Cloudy,34,42,32.4
Padmanabhpur,2,Weekday,0,Thunderstorm,40,43,6.8
Sector 7,20,Weekday,0,Thunderstorm,23,45,78.0
Nehru Nagar,19,Weekday,1,Cloudy,35,71,74.8
Kohka,13,Weekday,2,Cloudy,36,95,33.5
Kohka,14,Weekday,2,Rain,42,93,25.9
Supela,18,Weekday,1,Cloudy,32,44,91.4
Sector 10,2,Weekend,5,Thunderstorm,32,83,3.9
Sector 8,5,Weekday,1,Cloudy,38,47,8.5
Sector 5,4,Weekday,2,Clear,21,66,3.8
Supela,7,Weekend,5,Fog,20,95,36.2
Sector 4,2,Weekday,3,Rain,20,79,4.8
Nehru Nagar,10,Weekday,3,Clear,39,85,46.0
Kohka,7,Weekend,5,Fog,15,76,21.2
Sector 3,6,Weekday,0,Thunderstorm,23,45,35.7
Nehru Nagar,20,Weekday,3,Cloudy,31,64,49.3
Supela,9,Weekend,6,Rain,23,84,68.6
Smriti Nagar,6,Weekday,2,Rain,34,82,28.3
Sector 9,23,Weekday,2,Cloudy,36,95,11.3
Nehru Nagar,5,Weekday,0,Clear,42,59,13.5
Supela,6,Weekend,6,Fog,15,68,19.4
Civic Center,19,Weekend,5,Fog,20,95,70.2
Nehru Nagar,3,Weekday,3,Thunderstorm,37,70,5.0
Sector 6,1,Weekend,6,Clear,33,61,4.7
Smriti Nagar,4,Weekend,5,Clear,30,67,3.1
Sector 4,18,Weekday,3,Rain,36,69,75.9
Bhilai 3,5,Weekday,3,Cloudy,25,85,13.1
Smriti Nagar,9,Weekday,0,Fog,20,31,38.6
Sector 6,10,Weekday,4,Cloudy,27,61,38.0
Smriti Nagar,14,Weekday,0,Rain,38,36,40.0
Junwani,12,Weekday,4,Rain,34,60,50.2
Sector 9,8,Weekday,3,Rain,36,69,44.2
Supela,4,Weekday,1,Heavy Rain,31,75,9.1
Padmanabhpur,10,Weekday,0,Fog,20,31,33.6
Bhilai 3,2,Weekday,3,Rain,20,79,5.3
Durg Station,9,Weekday,4,Cloudy,27,61,69.0
Bhilai 3,4,Weekday,4,Clear,41,45,4.3
Sector 10,18,Weekend,6,Cloudy,39,74,58.1
Power House,22,Weekday,2,Thunderstorm,22,70,26.3
Bhilai 3,12,Weekday,2,Clear,23,34,40.1
Smriti Nagar,7,Weekend,6,Clear,33,61,30.4
Junwani,16,Weekday,0,Heavy Rain,30,67,57.7
Sector 8,3,Weekday,1,Fog,18,94,2.7
Junwani,10,Weekday,2,Clear,36,47,33.2
Nehru Nagar,23,Weekend,6,Rain,21,31,18.6
Sector 8,18,Weekend,6,Clear,33,61,45.3
Sector 1,3,Weekday,1,Rain,20,88,5.4
Sector 4,3,Weekday,4,Clear,38,35,3.2
Power House,4,Weekday,2,Clear,36,47,3.9
Kohka,23,Weekday,4,Rain,31,82,14.6
Sector 10,13,Weekday,4,Rain,34,60,44.2
Smriti Nagar,12,Weekday,4,Rain,34,60,58.6
Sector 10,3,Weekday,1,Rain,20,88,2.0
Bhilai 3,19,Weekday,1,Cloudy,24,45,57.7
Sector 4,7,Weekday,1,Fog,22,42,29.0
Sector 9,20,Weekday,2,Rain,34,82,42.5
Sector 10,22,Weekday,0,Clear,13,59,18.3
Sector 5,17,Weekday,0,Clear,32,74,48.6
Sector 7,12,Weekday,1,Thunderstorm,35,71,61.1
Sector 3,17,Weekday,0,Thunderstorm,40,43,95.2
Junwani,3,Weekend,5,Cloudy,32,36,2.7
Padmanabhpur,15,Weekday,1,Thunderstorm,35,71,69.0
Kohka,8,Weekday,4,Clear,27,52,37.2
Sector 2,18,Weekday,2,Clear,20,34,59.5
Power House,6,Weekend,5,Cloudy,35,52,21.2
Kohka,7,Weekday,3,Thunderstorm,35,66,59.6
Sector 6,7,Weekday,1,Cloudy,32,44,44.5
Durg Station,7,Weekday,3,Rain,36,69,71.3
Sector 2,19,Weekday,1,Cloudy,35,50,62.1
Sector 5,5,Weekend,6,Heavy Rain,38,39,11.0
Supela,8,Weekday,4,Cloudy,35,62,62.8
Kohka,20,Weekday,2,Clear,27,64,29.4
Smriti Nagar,9,Weekend,6,Clear,23,87,30.2
Sector 6,2,Weekday,2,Clear,31,77,3.3
Civic Center,20,Weekday,0,Thunderstorm,23,45,84.8
Sector 3,4,Weekday,1,Fog,18,94,3.3
Civic Center,2,Weekday,2,Rain,23,34,7.1
Kohka,2,Weekend,6,Clear,33,61,3.1
Bhilai 3,5,Weekday,3,Rain,36,69,10.1
Sector 7,11,Weekday,2,Clear,23,34,35.3
Sector 4,20,Weekday,2,Rain,42,93,43.7
Sector 4,8,Weekday,1,Cloudy,23,49,46.0
Sector 3,2,Weekend,6,Clear,33,61,3.6
Nehru Nagar,7,Weekday,0,Rain,33,85,68.0
Sector 3,21,Weekend,5,Rain,24,59,46.8
Kohka,16,Weekend,6,Cloudy,41,89,31.2
Sector 1,6,Weekend,5,Fog,15,76,20.9
Sector 5,10,Weekend,6,Rain,23,84,33.2
Sector 1,9,Weekday,1,Cloudy,35,50,75.2
Sector 8,7,Weekday,3,Rain,36,69,48.4
Bhilai 3,16,Weekday,1,Clear,34,91,41.4
Civic Center,1,Weekday,4,Fog,13,63,6.1
Sector 4,15,Weekday,0,Heavy Rain,25,70,46.4
Supela,4,Weekday,4,Clear,31,48,5.7
Sector 5,23,Weekday,1,Heavy Rain,31,75,16.6
Power House,4,Weekday,2,Cloudy,36,95,3.9
Sector 1,19,Weekday,1,Heavy Rain,31,75,85.2
Sector 3,12,Weekday,4,Clear,41,45,38.6
Sector 5,9,Weekday,3,Rain,39,85,44.4
Bhilai 3,17,Weekday,4,Clear,31,48,54.0
Bhilai 3,20,Weekday,0,Rain,20,31,64.0
Sector 7,6,Weekday,0,Thunderstorm,40,43,36.6
Sector 2,14,Weekend,6,Rain,41,89,29.5
Supela,10,Weekend,5,Rain,32,83,53.4
Sector 1,12,Weekend,6,Cloudy,41,89,39.8
Sector 7,2,Weekday,0,Heavy Rain,25,70,6.6
Supela,1,Weekend,6,Fog,15,68,5.6
Sector 9,14,Weekday,4,Rain,30,76,35.2
Sector 7,0,Weekend,6,Cloudy,19,52,8.1
Supela,20,Weekend,5,Cloudy,32,36,63.2
Sector 7,11,Weekday,3,Cloudy,14,37,33.4
Smriti Nagar,20,Weekday,4,Fog,13,63,37.0
Kohka,8,Weekday,2,Thunderstorm,40,80,77.1
Sector 9,7,Weekday,0,Rain,33,85,36.7
Supela,20,Weekend,6,Rain,33,61,72.2
Sector 2,17,Weekday,2,Cloudy,36,95,57.0
Power House,21,Weekday,1,Cloudy,23,49,27.6
Sector 9,12,Weekend,5,Thunderstorm,31,37,51.9
Sector 6,15,Weekend,5,Clear,40,88,29.0
Kohka,21,Weekday,3,Heavy Rain,30,71,35.1
Junwani,5,Weekday,4,Fog,13,63,7.6
Sector 5,3,Weekday,0,Rain,33,85,3.1
Nehru Nagar,4,Weekday,3,Thunderstorm,35,66,7.0
Sector 5,9,Weekday,3,Cloudy,31,64,33.0
Sector 2,13,Weekday,4,Clear,25,42,34.3
Sector 6,15,Weekday,3,Rain,36,69,35.7
Sector 10,10,Weekend,5,Cloudy,35,52,27.0
Nehru Nagar,9,Weekday,1,Thunderstorm,28,43,71.3
Civic Center,18,Weekend,5,Clear,20,95,97.6
Civic Center,2,Weekday,4,Cloudy,38,35,5.7
Sector 3,8,Weekday,2,Clear,27,64,44.7
Bhilai 3,11,Weekday,1,Clear,21,52,42.0
Durg Station,17,Weekend,6,Fog,19,52,77.4
Supela,9,Weekday,3,Rain,35,36,104.0
Nehru Nagar,7,Weekday,1,Clear,34,91,45.1
Sector 8,22,Weekday,3,Rain,20,79,30.5
Sector 10,3,Weekend,6,Clear,33,61,2.0
Sector 6,2,Weekday,2,Cloudy,34,48,4.5
Kohka,11,Weekend,5,Rain,36,41,33.3
Sector 3,19,Weekday,1,Clear,21,52,37.1
Sector 2,17,Weekend,5,Clear,27,74,66.3
Padmanabhpur,22,Weekday,1,Heavy Rain,31,75,37.9
Sector 5,13,Weekday,0,Rain,33,85,36.4
Kohka,6,Weekday,1,Cloudy,23,49,19.7
Sector 6,14,Weekend,5,Cloudy,35,52,23.6
Smriti Nagar,4,Weekday,0,Heavy Rain,30,67,7.2
Sector 1,14,Weekday,0,Fog,20,31,37.6
Smriti Nagar,2,Weekend,6,Clear,23,87,3.6
Padmanabhpur,5,Weekday,0,Rain,33,85,10.6
Sector 1,7,Weekday,2,Rain,34,82,60.3
Supela,17,Weekend,6,Cloudy,41,89,60.0
Smriti Nagar,15,Weekday,0,Thunderstorm,40,43,59.0
Smriti Nagar,3,Weekday,1,Clear,34,91,2.8
Sector 1,13,Weekday,1,Rain,38,47,57.6
Sector 2,20,Weekday,1,Cloudy,24,45,41.5
Sector 2,14,Weekday,0,Clear,42,59,35.2
Power House,12,Weekend,5,Clear,27,74,29.7
Nehru Nagar,0,Weekday,4,Fog,13,63,7.8
Supela,8,Weekend,5,Fog,20,95,57.0
Junwani,14,Weekday,4,Clear,27,52,35.4
Supela,13,Weekday,0,Cloudy,20,62,50.3
Durg Station,6,Weekend,5,Thunderstorm,37,81,45.6
Sector 6,15,Weekday,2,Thunderstorm,40,80,53.2
Bhilai 3,8,Weekend,6,Cloudy,41,89,42.1
Sector 9,4,Weekend,5,Rain,36,41,3.1
Sector 5,14,Weekend,6,Clear,23,87,26.4
Sector 3,7,Weekday,2,Clear,31,77,36.3
Bhilai 3,4,Weekday,1,Rain,28,43,4.5
Smriti Nagar,16,Weekday,3,Thunderstorm,35,66,64.3
Kohka,5,Weekend,5,Cloudy,32,83,7.1
Nehru Nagar,11,Weekday,3,Fog,36,69,23.8
Sector 1,4,Weekend,6,Cloudy,19,52,3.8
Civic Center,11,Weekday,4,Rain,34,60,55.5
Padmanabhpur,22,Weekday,1,Rain,20,88,28.1
Sector 7,12,Weekend,5,Fog,15,76,34.0
Sector 9,9,Weekday,3,Fog,14,37,32.3
Sector 6,13,Weekday,1,Fog,22,42,28.8
Padmanabhpur,12,Weekend,5,Cloudy,32,83,36.1
Nehru Nagar,17,Weekend,6,Fog,15,68,50.1
Sector 10,4,Weekday,0,Rain,38,36,4.9
Sector 4,9,Weekend,6,Fog,19,52,22.9
Sector 9,4,Weekend,5,Cloudy,34,42,3.1
Sector 5,16,Weekday,2,Thunderstorm,22,70,61.2
Durg Station,18,Weekday,4,Clear,41,45,83.1
Sector 6,13,Weekend,5,Cloudy,34,42,32.6
Civic Center,16,Weekend,5,Thunderstorm,37,81,82.6
Padmanabhpur,8,Weekday,4,Clear,25,42,47.4
Sector 5,0,Weekend,5,Fog,15,76,4.8
Smriti Nagar,11,Weekend,5,Cloudy,27,74,30.3
Junwani,12,Weekend,6,Clear,33,61,24.2
Bhilai 3,2,Weekday,2,Cloudy,34,48,4.0
Sector 8,19,Weekday,4,Clear,38,35,49.3
Sector 1,17,Weekend,5,Rain,24,59,88.6
Sector 4,21,Weekend,5,Cloudy,34,42,28.5
Sector 6,19,Weekday,2,Clear,27,64,34.2
Durg Station,6,Weekday,1,Clear,34,91,36.9
Durg Station,1,Weekend,5,Thunderstorm,31,37,11.6
Sector 9,7,Weekend,5,Cloudy,37,81,26.8
Sector 7,10,Weekend,6,Thunderstorm,35,59,55.1
Bhilai 3,22,Weekday,0,Clear,42,59,22.3
Sector 5,0,Weekday,0,Clear,42,59,7.1
Sector 9,17,Weekday,3,Heavy Rain,30,71,77.8
Sector 10,6,Weekend,5,Fog,20,95,13.9
Nehru Nagar,12,Weekend,6,Fog,19,52,30.8
Bhilai 3,1,Weekday,4,Clear,38,35,5.1
Sector 5,10,Weekday,4,Clear,41,45,27.0
Power House,23,Weekday,1,Cloudy,24,45,14.2
Padmanabhpur,2,Weekday,2,Clear,31,77,3.9
Sector 1,16,Weekend,6,Heavy Rain,23,87,54.1
Civic Center,7,Weekday,0,Fog,20,31,46.1
Smriti Nagar,3,Weekday,0,Rain,38,36,3.2
Sector 10,19,Weekend,6,Fog,15,68,34.9
